id,verification_bundle,verification_priority,title,provider,provider_type,scholarship_type,primary_link,link_status,data_status,description,eligible_levels,eligible_regions,eligible_cities,residency_required,eligible_school_types,eligible_courses_psced,eligible_courses_specific,citizenship_required,max_income_threshold,min_gwa_normalized,min_age,max_age,priority_groups,members_only,benefit_tuition,benefit_allowance_monthly,benefit_books,benefit_miscellaneous,benefit_total_value,required_documents,has_qualifying_exam,has_interview,has_essay_requirement,has_return_service,application_open_date,application_deadline,academic_year_target,cycle_type,last_open_date,last_close_date,application_status,last_verified_at,verification_source,is_active
76,ched_unifast,high,Bagong Pilipinas Merit Scholarship Program (BPMSP) - Higher Education Track,Commission on Higher Education,Government,Merit-based,https://bpms.ched.gov.ph/,broken,broken_link,National merit scholarship for incoming college freshmen under the Bagong Pilipinas framework. SUC scholars receive full tuition; private HEI scholars receive up to 45000 PHP annually for tuition and fees plus a 45000 PHP annual stipend. Requires minimum 95% SHS GWA or top-five batch ranking and combined household income up to 2000000 PHP per year.,College,,,false,Public|Private,STEM|Agriculture|Medical|IT|Education,,,2000000,95.0,,,IP|PWD|Solo Parent Dependent|Underprivileged,false,true,,false,,90000,FORM_137|TOR|ITR|BIRTH_CERT|GOOD_MORAL,false,false,false,true,2026-04-30,2026-06-30,2026-2027,annual,,,previous_cycle,2026-06-30T13:53:05.358718,manual,true
77,tesda,high,Bagong Pilipinas Merit Scholarship Program (BPMSP) - TVET Track,Technical Education and Skills Development Authority,Government,Merit-based,https://bpms.ched.gov.ph/,broken,broken_link,TVET diploma track under the joint CHED-DepEd-TESDA Bagong Pilipinas Merit Scholarship Program. Targets priority diploma programs with minimum 90% GWA and combined household income up to 2000000 PHP. Includes mandatory return-of-service of one year in the Philippines for every year of funding.,TVET,,,false,Public|Private,,,,2000000,90.0,,,IP|PWD|Solo Parent Dependent|Underprivileged,false,true,,false,,,FORM_137|TOR|ITR|BIRTH_CERT|GOOD_MORAL,false,false,false,true,2026-04-30,2026-06-30,2026-2027,annual,,,previous_cycle,2026-06-30T13:53:06.333322,manual,true
78,gsis_sss,high,GSIS Subsidy for STEM Program (GSSP),Government Service Insurance System,Government,Merit-and-Need,https://www.gsis.gov.ph,timeout,needs_review,"New STEM-focused subsidy for children of active GSIS members and permanent total disability pensioners under 60. Supports CHED-recognized STEM degree programs for college freshmen with minimum 90% SHS GWA. Provides 15000 PHP annual subsidy per scholar, prioritizing parents in Salary Grade 15 and below.",College,,,false,Public|Private,STEM|Engineering|IT|Medical,,,,90.0,,,IP|PWD|Solo Parent Dependent,false,false,,false,,15000,BIRTH_CERT|FORM_137|TOR,false,false,false,false,2026-06-30,,2026-2027,annual,,,needs_verification,2026-06-30T13:53:07.174548,manual,true
79,archived_reference,normal,DOST-SEI Junior Level Science Scholarship (JLSS),DOST-SEI,Government,Merit-based,https://www.science-scholarships.ph/,,expired,"Scholarship for incoming third-year college students pursuing science and technology degrees. Requires strong university GWA and completion of the first two years of a four- or five-year STEM program. Provides tuition, monthly living allowance, and learning materials support similar to the undergraduate program.",College,,,false,Public|Private,STEM|Engineering|IT|Medical|Agriculture,,,,,,,,false,true,8000,true,,106000,TOR|BIRTH_CERT|GOOD_MORAL,true,true,false,true,2026-04-13,2026-05-15,2026-2027,annual,2026-04-13,2026-05-15,archived,2026-06-30T13:53:10.759543,manual,false
80,archived_reference,normal,MEXT Scholarship - Research Category,JICC / Embassy of Japan,Government,Merit-based,https://www.ph.emb-japan.go.jp/itpr_en/00_000193.html,,expired,"Japanese Government MEXT scholarship for Filipino college graduates pursuing master's or doctoral degrees in Japan. Requires a feasible research proposal in humanities, social sciences, or natural sciences. Provides tuition, monthly stipend, regional allowance, and roundtrip airfare. Applicants must be under 35 years old.",Graduate,,,false,Public|Private,,,,,,,35,,false,true,,false,,,TOR|BIRTH_CERT|ESSAY,false,true,true,true,2026-04-22,2026-05-29,2027-2028,annual,2026-04-22,2026-05-29,archived,2026-06-30T13:53:12.132770,manual,false
81,archived_reference,normal,MEXT Scholarship - Undergraduate Track,JICC / Embassy of Japan,Government,Merit-based,https://www.ph.emb-japan.go.jp/itpr_en/00_000193.html,,expired,"Japanese Government MEXT scholarship for high school graduates pursuing undergraduate degrees in Japan. Open to applicants under 25 with strong academic records. Covers tuition, monthly stipend, and roundtrip travel for full degree study in Japan.",College,,,false,Public|Private,,,,,,,25,,false,true,,false,,,FORM_137|BIRTH_CERT|GOOD_MORAL,false,true,true,true,2026-04-22,2026-05-29,2027-2028,annual,2026-04-22,2026-05-29,archived,2026-06-30T13:53:13.639858,manual,false
82,archived_reference,normal,MEXT Scholarship - Specialized Training Track,JICC / Embassy of Japan,Government,Merit-based,https://www.ph.emb-japan.go.jp/itpr_en/00_000193.html,,expired,"Japanese Government MEXT scholarship for vocational and specialized training programs in Japan. Targets high school graduates under 25 seeking technical skills development. Provides tuition, stipend, and travel support for designated training courses.",TVET,,,false,Public|Private,,,,,,,25,,false,true,,false,,,FORM_137|BIRTH_CERT|GOOD_MORAL,false,true,true,true,2026-04-22,2026-05-29,2027-2028,annual,2026-04-22,2026-05-29,archived,2026-06-30T13:53:14.735620,manual,false
83,archived_reference,normal,MEXT Scholarship - College of Technology (KOSEN),JICC / Embassy of Japan,Government,Merit-based,https://www.ph.emb-japan.go.jp/itpr_en/00_000193.html,,expired,"Japanese Government MEXT scholarship for the College of Technology (KOSEN) five-year engineering program in Japan. Combines college and TVET-level technical training for high school graduates under 25. Covers tuition, stipend, and roundtrip airfare.",College|TVET,,,false,Public|Private,,,,,,,25,,false,true,,false,,,FORM_137|BIRTH_CERT|GOOD_MORAL,false,true,true,true,2026-04-22,2026-05-29,2027-2028,annual,2026-04-22,2026-05-29,archived,2026-06-30T13:53:15.385160,manual,false
84,archived_reference,normal,GSIS Educational Subsidy Program (GESP),Government Service Insurance System,Government,Need,https://www.gsis.gov.ph,,active,Flat-rate educational grant of 10000 PHP for dependents of active GSIS members and permanent total disability pensioners. Open to all college courses without STEM restriction. Historically offered as a broad welfare benefit before the launch of the STEM-specific GSSP.,College,,,false,Public|Private,,,,,,,,,false,false,,false,,10000,BIRTH_CERT|TOR,false,false,false,false,,,2026-2027,annual,,,archived,2026-06-30T13:53:16.011517,manual,false
85,archived_reference,normal,OWWA Education for Development Scholarship (EDSP),Overseas Workers Welfare Administration,Government,Merit-based,https://scholarship.owwa.gov.ph/,,expired,"Competitive scholarship for high-performing dependents of active OWWA members. Freshmen must be single, under 21, with SHS GWA of at least 80% and must pass the DOST-SEI qualifying exam. Provides up to 60000 PHP per school year for any four- or five-year baccalaureate course.",College,,,false,Public|Private,,,,,80.0,,21,OFW Dependent,false,false,,false,,60000,BIRTH_CERT|FORM_137|TOR|GOOD_MORAL,true,false,false,false,2025-11-10,2025-11-28,2026-2027,annual,2025-11-10,2025-11-28,archived,2026-06-30T13:53:16.599127,manual,false
86,archived_reference,normal,OWWA OFW Dependent Scholarship Program (ODSP),Overseas Workers Welfare Administration,Government,Need,https://scholarship.owwa.gov.ph/,,active,Need-based scholarship for dependents of active OWWA members whose monthly salary does not exceed USD 600. Provides 20000 PHP per school year for baccalaureate or associate courses. Requires minimum 80% GWA for continuing eligibility.,College,,,false,Public|Private,,,,,80.0,,,OFW Dependent,false,false,,false,,20000,BIRTH_CERT|FORM_137|ITR,false,false,false,false,,,2026-2027,annual,,,archived,2026-06-30T13:53:17.818034,manual,false
87,archived_reference,normal,OWWA Congressional Migrant Workers Scholarship (CMWSP),Overseas Workers Welfare Administration,Government,Merit-and-Need,https://scholarship.owwa.gov.ph/,,expired,Congressional-funded scholarship for active OWWA members or dependents with combined household income of USD 2400 or less per year. Restricted to prioritized science and technology courses. Provides up to 60000 PHP per academic year with minimum 80% GWA requirement.,College,,,false,Public|Private,STEM|Engineering|IT|Medical|Agriculture,,,,80.0,,,OFW Dependent,false,false,,false,,60000,BIRTH_CERT|FORM_137|TOR|ITR,false,false,false,false,2025-11-10,2025-11-28,2026-2027,annual,2025-11-10,2025-11-28,archived,2026-06-30T13:53:18.749336,manual,false
88,archived_reference,normal,Quezon City Scholarship Program (QCSP),Quezon City Government,LGU,Need,https://qceservices.quezoncity.gov.ph,,expired,"City-wide LGU scholarship covering senior high school, vocational, college, and postgraduate students who are Quezon City residents with verified QCitizen ID. Directs 70% of tertiary slots to low-income and marginalized sectors. Supported 9377 active scholars in the most recent cycle.",High School|College|TVET|Graduate,NCR,Quezon City,true,Public|Private,,,,,,,,4Ps/Listahanan|PWD|Underprivileged,false,true,,false,,,BARANGAY_CERT|BIRTH_CERT|TOR|4PS_CERT,false,false,false,false,2026-05-25,2026-06-05,2026-2027,annual,2026-05-25,2026-06-05,archived,2026-06-30T13:53:19.760119,manual,false
89,archived_reference,normal,Manuel L. Quezon Filipino Language and Literature Scholarship Program,Quezon City Government,LGU,Merit-based,https://qceservices.quezoncity.gov.ph,,expired,"Specialized Quezon City LGU humanities scholarship for college students, researchers, and educators pursuing Filipino language and literature. Requires QC residency and QCitizen verification. Counterpart to STEM-focused national programs, preserving cultural capital.",College|Graduate,NCR,Quezon City,true,Public|Private,Arts,Filipino Language and Literature,,,,,,,false,true,,false,,,BARANGAY_CERT|BIRTH_CERT|TOR|ESSAY,false,true,true,false,2026-05-25,2026-06-05,2026-2027,annual,2026-05-25,2026-06-05,archived,2026-06-30T13:53:21.949404,manual,false
90,archived_reference,normal,Fulbright-PhilSA Graduate Program,PAEF / PhilSA,Government,Merit-based,https://apply.iie.org/ffsp2027,,expired,"Bi-national Fulbright-Philippine Space Agency program financing master's and doctoral degrees in the United States in space science and technology applications. Fully funded including tuition, travel, maintenance, and health insurance. Requires relevant college degree, two years post-college work experience, and return-to-Philippines service obligation.",Graduate,,,false,Public|Private,STEM|Engineering|IT,Space Science and Technology Applications,,,,,,,false,true,,false,,,TOR|ESSAY|BIRTH_CERT,false,true,true,true,,2026-06-19,2027-2028,annual,,2026-06-19,archived,2026-06-30T13:53:23.927551,manual,false
91,international,normal,Chevening Scholarship,FCDO / UK Government,Government,Merit-based,https://www.chevening.org/apply,ok,active,"UK Government fully funded one-year master's program in the United Kingdom. Highly competitive global selection based on leadership, networking, career plan, and study proposal. Requires at least 2800 hours of post-graduation work experience and two-year return commitment to the Philippines after completion.",Graduate,,,false,Public|Private,,,,,,,,,false,true,,false,,,TOR|ESSAY|BIRTH_CERT,false,true,true,true,2026-08-05,2026-10-07,2027-2028,annual,,,open,2026-06-30T13:53:24.921553,manual,true
